user_id,wechat_id,cohort,treatment
42016820,zxd20000311,4,T4
42016820,zxd20000311,4,T4
42016820,zxd20000311,4,T4
42016820,zxd20000311,4,T4
42017535,jxsue19970125,4,T3
42017535,jxsue19970125,4,T3
42017535,jxsue19970125,4,T3
42017535,jxsue19970125,4,T3
42017535,jxsue19970125,4,T3
42017535,jxsue19970125,4,T3
42017535,jxsue19970125,4,T3
42017535,jxsue19970125,4,T3
42017535,jxsue19970125,4,T3
42018553,wxid_1tq4ds5v5jzd22,4,T2
42018553,wxid_1tq4ds5v5jzd22,4,T2
42018553,wxid_1tq4ds5v5jzd22,4,T2
42018553,wxid_1tq4ds5v5jzd22,4,T2
42018553,wxid_1tq4ds5v5jzd22,4,T2
42018553,wxid_1tq4ds5v5jzd22,4,T2
42018553,wxid_1tq4ds5v5jzd22,4,T2
42018553,wxid_1tq4ds5v5jzd22,4,T2
42018553,wxid_1tq4ds5v5jzd22,4,T2
42019796,champagne96,4,T4
42019796,champagne96,4,T4
42019796,champagne96,4,T4
42019796,champagne96,4,T4
42019796,champagne96,4,T4
42019796,champagne96,4,T4
42019796,champagne96,4,T4
42019796,champagne96,4,T4
42019796,champagne96,4,T4
42020062,shiny-3H,4,T4
42020062,shiny-3H,4,T4
42020062,shiny-3H,4,T4
42020062,shiny-3H,4,T4
42020062,shiny-3H,4,T4
42020062,shiny-3H,4,T4
42020062,shiny-3H,4,T4
42020062,shiny-3H,4,T4
42020062,shiny-3H,4,T4
42021240,cvi0520,4,T4
42021240,cvi0520,4,T4
42021240,cvi0520,4,T4
42021240,cvi0520,4,T4
42021240,cvi0520,4,T4
42021240,cvi0520,4,T4
42021240,cvi0520,4,T4
42021240,cvi0520,4,T4
42021240,cvi0520,4,T4
42022183,wz442641436,4,T4
42022183,wz442641436,4,T4
42022183,wz442641436,4,T4
42022183,wz442641436,4,T4
42022183,wz442641436,4,T4
42022183,wz442641436,4,T4
42022183,wz442641436,4,T4
42022183,wz442641436,4,T4
42022183,wz442641436,4,T4
42023104,blackraker,4,T3
42023104,blackraker,4,T3
42023104,blackraker,4,T3
42023104,blackraker,4,T3
42023104,blackraker,4,T3
42023104,blackraker,4,T3
42023104,blackraker,4,T3
42023104,blackraker,4,T3
42023104,blackraker,4,T3
42024127,wymuahhh,4,T4
42024127,wymuahhh,4,T4
42024127,wymuahhh,4,T4
42024127,wymuahhh,4,T4
42024127,wymuahhh,4,T4
42024127,wymuahhh,4,T4
42024127,wymuahhh,4,T4
42024127,wymuahhh,4,T4
42024127,wymuahhh,4,T4
42025633,Selina-ZYYY,4,T3
42025633,Selina-ZYYY,4,T3
42025633,Selina-ZYYY,4,T3
42025633,Selina-ZYYY,4,T3
42025633,Selina-ZYYY,4,T3
42025633,Selina-ZYYY,4,T3
42025633,Selina-ZYYY,4,T3
42025633,Selina-ZYYY,4,T3
42025633,Selina-ZYYY,4,T3
42026798,a1006854403,4,T1
42026798,a1006854403,4,T1
42026798,a1006854403,4,T1
42026798,a1006854403,4,T1
42026798,a1006854403,4,T1
42026798,a1006854403,4,T1
42026798,a1006854403,4,T1
42026798,a1006854403,4,T1
42026798,a1006854403,4,T1
42027285,gwx15951657199,4,T1
42027285,gwx15951657199,4,T1
42027285,gwx15951657199,4,T1
42027285,gwx15951657199,4,T1
42027285,gwx15951657199,4,T1
42027285,gwx15951657199,4,T1
42027285,gwx15951657199,4,T1
42027285,gwx15951657199,4,T1
42027285,gwx15951657199,4,T1
42028270,ycfszd1,4,T3
42028270,ycfszd1,4,T3
42028270,ycfszd1,4,T3
42028270,ycfszd1,4,T3
42028270,ycfszd1,4,T3
42028270,ycfszd1,4,T3
42028270,ycfszd1,4,T3
42028270,ycfszd1,4,T3
42028270,ycfszd1,4,T3
42028575,ycfszd1,4,T3
42028575,ycfszd1,4,T3
42028575,ycfszd1,4,T3
42028575,ycfszd1,4,T3
42028575,ycfszd1,4,T3
42028575,ycfszd1,4,T3
42028575,ycfszd1,4,T3
42028575,ycfszd1,4,T3
42028575,ycfszd1,4,T3
42028872,ycfszd1,4,T3
42028872,ycfszd1,4,T3
42028872,ycfszd1,4,T3
42028872,ycfszd1,4,T3
42028872,ycfszd1,4,T3
42028872,ycfszd1,4,T3
42028872,ycfszd1,4,T3
42028872,ycfszd1,4,T3
42028872,ycfszd1,4,T3
42029125,yumitou1997,4,T3
42029125,yumitou1997,4,T3
42029125,yumitou1997,4,T3
42029125,yumitou1997,4,T3
42029125,yumitou1997,4,T3
42029125,yumitou1997,4,T3
42029125,yumitou1997,4,T3
42029125,yumitou1997,4,T3
42029125,yumitou1997,4,T3
42030230,LuckyLZJ_0528,4,T1
42030230,LuckyLZJ_0528,4,T1
42030230,LuckyLZJ_0528,4,T1
42030230,LuckyLZJ_0528,4,T1
42030230,LuckyLZJ_0528,4,T1
42030230,LuckyLZJ_0528,4,T1
42030230,LuckyLZJ_0528,4,T1
42030230,LuckyLZJ_0528,4,T1
42030230,LuckyLZJ_0528,4,T1
42031316,ss47550,4,T2
42031316,ss47550,4,T2
42031316,ss47550,4,T2
42031316,ss47550,4,T2
42031316,ss47550,4,T2
42031316,ss47550,4,T2
42031316,ss47550,4,T2
42031316,ss47550,4,T2
42031316,ss47550,4,T2
42032278,Dxy1259413425,4,T1
42032278,Dxy1259413425,4,T1
42032278,Dxy1259413425,4,T1
42032278,Dxy1259413425,4,T1
42032278,Dxy1259413425,4,T1
42032278,Dxy1259413425,4,T1
42032278,Dxy1259413425,4,T1
42032278,Dxy1259413425,4,T1
42032278,Dxy1259413425,4,T1
42033517,bh15293496061,4,T2
42033517,bh15293496061,4,T2
42033517,bh15293496061,4,T2
42033517,bh15293496061,4,T2
42033517,bh15293496061,4,T2
42033517,bh15293496061,4,T2
42033517,bh15293496061,4,T2
42033517,bh15293496061,4,T2
42033517,bh15293496061,4,T2
42035766,wxid_r9f7vmbxc0nv22,4,T2
42035766,wxid_r9f7vmbxc0nv22,4,T2
42035766,wxid_r9f7vmbxc0nv22,4,T2
42035766,wxid_r9f7vmbxc0nv22,4,T2
42035766,wxid_r9f7vmbxc0nv22,4,T2
42035766,wxid_r9f7vmbxc0nv22,4,T2
42035766,wxid_r9f7vmbxc0nv22,4,T2
42035766,wxid_r9f7vmbxc0nv22,4,T2
42035766,wxid_r9f7vmbxc0nv22,4,T2
42037069,zxcvbzxcvb987789,4,T1
42037069,zxcvbzxcvb987789,4,T1
42037069,zxcvbzxcvb987789,4,T1
42037069,zxcvbzxcvb987789,4,T1
42037069,zxcvbzxcvb987789,4,T1
42037069,zxcvbzxcvb987789,4,T1
42037069,zxcvbzxcvb987789,4,T1
42037069,zxcvbzxcvb987789,4,T1
42037069,zxcvbzxcvb987789,4,T1
42038049,sher1991xyx,4,T1
42038049,sher1991xyx,4,T1
42038049,sher1991xyx,4,T1
42038049,sher1991xyx,4,T1
42038049,sher1991xyx,4,T1
42038049,sher1991xyx,4,T1
42038049,sher1991xyx,4,T1
42038049,sher1991xyx,4,T1
42038049,sher1991xyx,4,T1
42039688,inovin,4,T3
42039688,inovin,4,T3
42039688,inovin,4,T3
42039688,inovin,4,T3
42039688,inovin,4,T3
42039688,inovin,4,T3
42039688,inovin,4,T3
42039688,inovin,4,T3
42039688,inovin,4,T3
42042439,_Fiona_Lulu,4,T1
42042439,_Fiona_Lulu,4,T1
42042439,_Fiona_Lulu,4,T1
42042439,_Fiona_Lulu,4,T1
42042439,_Fiona_Lulu,4,T1
42042439,_Fiona_Lulu,4,T1
42042439,_Fiona_Lulu,4,T1
42042439,_Fiona_Lulu,4,T1
42042439,_Fiona_Lulu,4,T1
42044805,Ymmzzc_2,4,T4
42044805,Ymmzzc_2,4,T4
42044805,Ymmzzc_2,4,T4
42044805,Ymmzzc_2,4,T4
42044805,Ymmzzc_2,4,T4
42044805,Ymmzzc_2,4,T4
42044805,Ymmzzc_2,4,T4
42044805,Ymmzzc_2,4,T4
42044805,Ymmzzc_2,4,T4
42048854,dkt33319990126,4,T1
42048854,dkt33319990126,4,T1
42048854,dkt33319990126,4,T1
42048854,dkt33319990126,4,T1
42048854,dkt33319990126,4,T1
42048854,dkt33319990126,4,T1
42048854,dkt33319990126,4,T1
42048854,dkt33319990126,4,T1
42048854,dkt33319990126,4,T1
42049043,sound-feel-forever,4,T3
42049043,sound-feel-forever,4,T3
42049043,sound-feel-forever,4,T3
42049043,sound-feel-forever,4,T3
42049043,sound-feel-forever,4,T3
42049043,sound-feel-forever,4,T3
42049043,sound-feel-forever,4,T3
42049043,sound-feel-forever,4,T3
42049043,sound-feel-forever,4,T3
42051342,goldenbold,4,T3
42051342,goldenbold,4,T3
42051342,goldenbold,4,T3
42051342,goldenbold,4,T3
42051342,goldenbold,4,T3
42051342,goldenbold,4,T3
42051342,goldenbold,4,T3
42051342,goldenbold,4,T3
42051342,goldenbold,4,T3
42052869,zhuzhu985716,4,T4
42052869,zhuzhu985716,4,T4
42052869,zhuzhu985716,4,T4
42052869,zhuzhu985716,4,T4
42052869,zhuzhu985716,4,T4
42052869,zhuzhu985716,4,T4
42052869,zhuzhu985716,4,T4
42052869,zhuzhu985716,4,T4
42052869,zhuzhu985716,4,T4
42054225,SERENA12-24,4,T3
42054225,SERENA12-24,4,T3
42054225,SERENA12-24,4,T3
42054225,SERENA12-24,4,T3
42054225,SERENA12-24,4,T3
42054225,SERENA12-24,4,T3
42054225,SERENA12-24,4,T3
42054225,SERENA12-24,4,T3
42054225,SERENA12-24,4,T3
42056294,ShawnWang0930,4,T1
42056294,ShawnWang0930,4,T1
42056294,ShawnWang0930,4,T1
42056294,ShawnWang0930,4,T1
42056294,ShawnWang0930,4,T1
42056294,ShawnWang0930,4,T1
42056294,ShawnWang0930,4,T1
42056294,ShawnWang0930,4,T1
42056294,ShawnWang0930,4,T1
42057670,L5474474,4,T3
42057670,L5474474,4,T3
42057670,L5474474,4,T3
42057670,L5474474,4,T3
42057670,L5474474,4,T3
42057670,L5474474,4,T3
42057670,L5474474,4,T3
42057670,L5474474,4,T3
42057670,L5474474,4,T3
42059067,usefully,4,T4
42059067,usefully,4,T4
42059067,usefully,4,T4
42059067,usefully,4,T4
42059067,usefully,4,T4
42059067,usefully,4,T4
42059067,usefully,4,T4
42059067,usefully,4,T4
42059067,usefully,4,T4
42061928,zll99927,4,T1
42061928,zll99927,4,T1
42061928,zll99927,4,T1
42061928,zll99927,4,T1
42061928,zll99927,4,T1
42061928,zll99927,4,T1
42061928,zll99927,4,T1
42061928,zll99927,4,T1
42061928,zll99927,4,T1
42063392,mengmengwmj,4,T4
42063392,mengmengwmj,4,T4
42063392,mengmengwmj,4,T4
42063392,mengmengwmj,4,T4
42063392,mengmengwmj,4,T4
42063392,mengmengwmj,4,T4
42063392,mengmengwmj,4,T4
42063392,mengmengwmj,4,T4
42063392,mengmengwmj,4,T4
42065820,awa89172,4,T1
42065820,awa89172,4,T1
42065820,awa89172,4,T1
42065820,awa89172,4,T1
42065820,awa89172,4,T1
42065820,awa89172,4,T1
42065820,awa89172,4,T1
42065820,awa89172,4,T1
42065820,awa89172,4,T1
42066138,kerr_Greenleaf,4,T2
42066138,kerr_Greenleaf,4,T2
42066138,kerr_Greenleaf,4,T2
42066138,kerr_Greenleaf,4,T2
42066138,kerr_Greenleaf,4,T2
42066138,kerr_Greenleaf,4,T2
42066138,kerr_Greenleaf,4,T2
42066138,kerr_Greenleaf,4,T2
42066138,kerr_Greenleaf,4,T2
42068530,tpy0611,4,T1
42068530,tpy0611,4,T1
42068530,tpy0611,4,T1
42068530,tpy0611,4,T1
42068530,tpy0611,4,T1
42068530,tpy0611,4,T1
42068530,tpy0611,4,T1
42068530,tpy0611,4,T1
42068530,tpy0611,4,T1
42070670,ly52837,4,T4
42070670,ly52837,4,T4
42070670,ly52837,4,T4
42070670,ly52837,4,T4
42070670,ly52837,4,T4
42070670,ly52837,4,T4
42070670,ly52837,4,T4
42070670,ly52837,4,T4
42070670,ly52837,4,T4
42071196,sufegaochen,4,T2
42071196,sufegaochen,4,T2
42071196,sufegaochen,4,T2
42071196,sufegaochen,4,T2
42071196,sufegaochen,4,T2
42071196,sufegaochen,4,T2
42071196,sufegaochen,4,T2
42071196,sufegaochen,4,T2
42071196,sufegaochen,4,T2
42073125,ljjjj0606,4,T3
42073125,ljjjj0606,4,T3
42073125,ljjjj0606,4,T3
42073125,ljjjj0606,4,T3
42073125,ljjjj0606,4,T3
42073125,ljjjj0606,4,T3
42073125,ljjjj0606,4,T3
42073125,ljjjj0606,4,T3
42073125,ljjjj0606,4,T3
42075600,winchesterjl,4,T4
42075600,winchesterjl,4,T4
42075600,winchesterjl,4,T4
42075600,winchesterjl,4,T4
42075600,winchesterjl,4,T4
42075600,winchesterjl,4,T4
42075600,winchesterjl,4,T4
42075600,winchesterjl,4,T4
42075600,winchesterjl,4,T4
42076790,zqq1122334,4,T1
42076790,zqq1122334,4,T1
42076790,zqq1122334,4,T1
42076790,zqq1122334,4,T1
42076790,zqq1122334,4,T1
42076790,zqq1122334,4,T1
42076790,zqq1122334,4,T1
42076790,zqq1122334,4,T1
42076790,zqq1122334,4,T1
42077437,Chris11784,4,T4
42077437,Chris11784,4,T4
42077437,Chris11784,4,T4
42077437,Chris11784,4,T4
42077437,Chris11784,4,T4
42077437,Chris11784,4,T4
42077437,Chris11784,4,T4
42077437,Chris11784,4,T4
42077437,Chris11784,4,T4
42078926,He-Zihan1111,4,T1
42078926,He-Zihan1111,4,T1
42078926,He-Zihan1111,4,T1
42078926,He-Zihan1111,4,T1
42078926,He-Zihan1111,4,T1
42078926,He-Zihan1111,4,T1
42078926,He-Zihan1111,4,T1
42078926,He-Zihan1111,4,T1
42078926,He-Zihan1111,4,T1
42079130,L741378264,4,T3
42079130,L741378264,4,T3
42079130,L741378264,4,T3
42079130,L741378264,4,T3
42079130,L741378264,4,T3
42079130,L741378264,4,T3
42079130,L741378264,4,T3
42079130,L741378264,4,T3
42079130,L741378264,4,T3
42080918,fuer8995,4,T1
42080918,fuer8995,4,T1
42080918,fuer8995,4,T1
42080918,fuer8995,4,T1
42080918,fuer8995,4,T1
42080918,fuer8995,4,T1
42080918,fuer8995,4,T1
42080918,fuer8995,4,T1
42080918,fuer8995,4,T1
42082129,wxid_p35bt2ti68ox22,4,T3
42082129,wxid_p35bt2ti68ox22,4,T3
42082129,wxid_p35bt2ti68ox22,4,T3
42082129,wxid_p35bt2ti68ox22,4,T3
42082129,wxid_p35bt2ti68ox22,4,T3
42082129,wxid_p35bt2ti68ox22,4,T3
42082129,wxid_p35bt2ti68ox22,4,T3
42082129,wxid_p35bt2ti68ox22,4,T3
42082129,wxid_p35bt2ti68ox22,4,T3
42083002,WanJun25yt-L3r,4,T3
42083002,WanJun25yt-L3r,4,T3
42083002,WanJun25yt-L3r,4,T3
42083002,WanJun25yt-L3r,4,T3
42083002,WanJun25yt-L3r,4,T3
42083002,WanJun25yt-L3r,4,T3
42083002,WanJun25yt-L3r,4,T3
42083002,WanJun25yt-L3r,4,T3
42083002,WanJun25yt-L3r,4,T3
42085387,Zhuyicheng_junior,4,T2
42085387,Zhuyicheng_junior,4,T2
42085387,Zhuyicheng_junior,4,T2
42085387,Zhuyicheng_junior,4,T2
42085387,Zhuyicheng_junior,4,T2
42085387,Zhuyicheng_junior,4,T2
42085387,Zhuyicheng_junior,4,T2
42085387,Zhuyicheng_junior,4,T2
42085387,Zhuyicheng_junior,4,T2
42086202,Alicia1220-,4,T3
42086202,Alicia1220-,4,T3
42086202,Alicia1220-,4,T3
42086202,Alicia1220-,4,T3
42086202,Alicia1220-,4,T3
42086202,Alicia1220-,4,T3
42086202,Alicia1220-,4,T3
42086202,Alicia1220-,4,T3
42086202,Alicia1220-,4,T3
42087083,jiangjun0729,4,T4
42087083,jiangjun0729,4,T4
42087083,jiangjun0729,4,T4
42087083,jiangjun0729,4,T4
42087083,jiangjun0729,4,T4
42087083,jiangjun0729,4,T4
42087083,jiangjun0729,4,T4
42087083,jiangjun0729,4,T4
42087083,jiangjun0729,4,T4
42088824,zll211211zll,4,T4
42088824,zll211211zll,4,T4
42088824,zll211211zll,4,T4
42088824,zll211211zll,4,T4
42088824,zll211211zll,4,T4
42088824,zll211211zll,4,T4
42088824,zll211211zll,4,T4
42088824,zll211211zll,4,T4
42088824,zll211211zll,4,T4
42090341,ww976873595,4,T4
42090341,ww976873595,4,T4
42090341,ww976873595,4,T4
42090341,ww976873595,4,T4
42090341,ww976873595,4,T4
42090341,ww976873595,4,T4
42090341,ww976873595,4,T4
42090341,ww976873595,4,T4
42090341,ww976873595,4,T4
42091347,yumi_lalala,4,T4
42091347,yumi_lalala,4,T4
42091347,yumi_lalala,4,T4
42091347,yumi_lalala,4,T4
42091347,yumi_lalala,4,T4
42091347,yumi_lalala,4,T4
42091347,yumi_lalala,4,T4
42091347,yumi_lalala,4,T4
42091347,yumi_lalala,4,T4
42093021,sk0012300,4,T3
42093021,sk0012300,4,T3
42093021,sk0012300,4,T3
42093021,sk0012300,4,T3
42093021,sk0012300,4,T3
42093021,sk0012300,4,T3
42093021,sk0012300,4,T3
42093021,sk0012300,4,T3
42093021,sk0012300,4,T3
42095656,Originalism,4,T2
42095656,Originalism,4,T2
42095656,Originalism,4,T2
42095656,Originalism,4,T2
42095656,Originalism,4,T2
42095656,Originalism,4,T2
42095656,Originalism,4,T2
42095656,Originalism,4,T2
42095656,Originalism,4,T2
43003008,wxid_2q7bzdd61x9a22,4,T2
43003008,wxid_2q7bzdd61x9a22,4,T2
43003008,wxid_2q7bzdd61x9a22,4,T2
43003008,wxid_2q7bzdd61x9a22,4,T2
43003008,wxid_2q7bzdd61x9a22,4,T2
43003008,wxid_2q7bzdd61x9a22,4,T2
43003008,wxid_2q7bzdd61x9a22,4,T2
43003008,wxid_2q7bzdd61x9a22,4,T2
43003008,wxid_2q7bzdd61x9a22,4,T2
43034350,yyr19990820,4,T2
43034350,yyr19990820,4,T2
43034350,yyr19990820,4,T2
43034350,yyr19990820,4,T2
43034350,yyr19990820,4,T2
43034350,yyr19990820,4,T2
43034350,yyr19990820,4,T2
43034350,yyr19990820,4,T2
43034350,yyr19990820,4,T2
43036952,丛沐青,4,T1
43036952,丛沐青,4,T1
43036952,丛沐青,4,T1
43036952,丛沐青,4,T1
43036952,丛沐青,4,T1
43036952,丛沐青,4,T1
43036952,丛沐青,4,T1
43036952,丛沐青,4,T1
43036952,丛沐青,4,T1
43040218,人来,4,T2
43040218,人来,4,T2
43040218,人来,4,T2
43040218,人来,4,T2
43040218,人来,4,T2
43040218,人来,4,T2
43040218,人来,4,T2
43040218,人来,4,T2
43040218,人来,4,T2
43041448,dermund,4,T2
43041448,dermund,4,T2
43041448,dermund,4,T2
43041448,dermund,4,T2
43041448,dermund,4,T2
43041448,dermund,4,T2
43041448,dermund,4,T2
43041448,dermund,4,T2
43041448,dermund,4,T2
43043364,rachel5198,4,T4
43043364,rachel5198,4,T4
43043364,rachel5198,4,T4
43043364,rachel5198,4,T4
43043364,rachel5198,4,T4
43043364,rachel5198,4,T4
43043364,rachel5198,4,T4
43043364,rachel5198,4,T4
43043364,rachel5198,4,T4
43045726,lijunjie1185546870,4,T3
43045726,lijunjie1185546870,4,T3
43045726,lijunjie1185546870,4,T3
43045726,lijunjie1185546870,4,T3
43045726,lijunjie1185546870,4,T3
43045726,lijunjie1185546870,4,T3
43045726,lijunjie1185546870,4,T3
43045726,lijunjie1185546870,4,T3
43045726,lijunjie1185546870,4,T3
43046237,Ywz2827911078,4,T4
43046237,Ywz2827911078,4,T4
43046237,Ywz2827911078,4,T4
43046237,Ywz2827911078,4,T4
43046237,Ywz2827911078,4,T4
43046237,Ywz2827911078,4,T4
43046237,Ywz2827911078,4,T4
43046237,Ywz2827911078,4,T4
43046237,Ywz2827911078,4,T4
43047978,jhgkui,4,T1
43047978,jhgkui,4,T1
43047978,jhgkui,4,T1
43047978,jhgkui,4,T1
43047978,jhgkui,4,T1
43047978,jhgkui,4,T1
43047978,jhgkui,4,T1
43047978,jhgkui,4,T1
43047978,jhgkui,4,T1
43050683,VictoriaYOUNG7,4,T1
43050683,VictoriaYOUNG7,4,T1
43050683,VictoriaYOUNG7,4,T1
43050683,VictoriaYOUNG7,4,T1
43050683,VictoriaYOUNG7,4,T1
43050683,VictoriaYOUNG7,4,T1
43050683,VictoriaYOUNG7,4,T1
43050683,VictoriaYOUNG7,4,T1
43050683,VictoriaYOUNG7,4,T1
43053262,wxid_ae5jv33vwv8e22,4,T2
43053262,wxid_ae5jv33vwv8e22,4,T2
43053262,wxid_ae5jv33vwv8e22,4,T2
43053262,wxid_ae5jv33vwv8e22,4,T2
43053262,wxid_ae5jv33vwv8e22,4,T2
43053262,wxid_ae5jv33vwv8e22,4,T2
43053262,wxid_ae5jv33vwv8e22,4,T2
43053262,wxid_ae5jv33vwv8e22,4,T2
43053262,wxid_ae5jv33vwv8e22,4,T2
43055541,Laiyigeng,4,T3
43055541,Laiyigeng,4,T3
43055541,Laiyigeng,4,T3
43055541,Laiyigeng,4,T3
43055541,Laiyigeng,4,T3
43055541,Laiyigeng,4,T3
43055541,Laiyigeng,4,T3
43055541,Laiyigeng,4,T3
43055541,Laiyigeng,4,T3
43058309,h15124390604,4,T2
43058309,h15124390604,4,T2
43058309,h15124390604,4,T2
43058309,h15124390604,4,T2
43058309,h15124390604,4,T2
43058309,h15124390604,4,T2
43058309,h15124390604,4,T2
43058309,h15124390604,4,T2
43058309,h15124390604,4,T2
43060195,haaasan687,4,T3
43060195,haaasan687,4,T3
43060195,haaasan687,4,T3
43060195,haaasan687,4,T3
43060195,haaasan687,4,T3
43060195,haaasan687,4,T3
43060195,haaasan687,4,T3
43060195,haaasan687,4,T3
43060195,haaasan687,4,T3
43062517,yzsxj0913,4,T2
43062517,yzsxj0913,4,T2
43062517,yzsxj0913,4,T2
43062517,yzsxj0913,4,T2
43062517,yzsxj0913,4,T2
43062517,yzsxj0913,4,T2
43062517,yzsxj0913,4,T2
43062517,yzsxj0913,4,T2
43062517,yzsxj0913,4,T2
43064601,Qhanasaki,4,T4
43064601,Qhanasaki,4,T4
43064601,Qhanasaki,4,T4
43064601,Qhanasaki,4,T4
43064601,Qhanasaki,4,T4
43064601,Qhanasaki,4,T4
43064601,Qhanasaki,4,T4
43064601,Qhanasaki,4,T4
43064601,Qhanasaki,4,T4
43067308,yj13867569772,4,T2
43067308,yj13867569772,4,T2
43067308,yj13867569772,4,T2
43067308,yj13867569772,4,T2
43067308,yj13867569772,4,T2
43067308,yj13867569772,4,T2
43067308,yj13867569772,4,T2
43067308,yj13867569772,4,T2
43067308,yj13867569772,4,T2
43069923,dyh15932059850,4,T2
43069923,dyh15932059850,4,T2
43069923,dyh15932059850,4,T2
43069923,dyh15932059850,4,T2
43069923,dyh15932059850,4,T2
43069923,dyh15932059850,4,T2
43069923,dyh15932059850,4,T2
43069923,dyh15932059850,4,T2
43069923,dyh15932059850,4,T2
43072382,LYdia20160402,4,T3
43072382,LYdia20160402,4,T3
43072382,LYdia20160402,4,T3
43072382,LYdia20160402,4,T3
43072382,LYdia20160402,4,T3
43072382,LYdia20160402,4,T3
43072382,LYdia20160402,4,T3
43072382,LYdia20160402,4,T3
43072382,LYdia20160402,4,T3
43074357,xirouloveyou,4,T3
43074357,xirouloveyou,4,T3
43074357,xirouloveyou,4,T3
43074357,xirouloveyou,4,T3
43074357,xirouloveyou,4,T3
43074357,xirouloveyou,4,T3
43074357,xirouloveyou,4,T3
43074357,xirouloveyou,4,T3
43074357,xirouloveyou,4,T3
43081351,OnlyPrinceboy,4,T3
43081351,OnlyPrinceboy,4,T3
43081351,OnlyPrinceboy,4,T3
43081351,OnlyPrinceboy,4,T3
43081351,OnlyPrinceboy,4,T3
43081351,OnlyPrinceboy,4,T3
43081351,OnlyPrinceboy,4,T3
43081351,OnlyPrinceboy,4,T3
43081351,OnlyPrinceboy,4,T3
43084068,wyc729553304,4,T2
43084068,wyc729553304,4,T2
43084068,wyc729553304,4,T2
43084068,wyc729553304,4,T2
43084068,wyc729553304,4,T2
43084068,wyc729553304,4,T2
43084068,wyc729553304,4,T2
43084068,wyc729553304,4,T2
43084068,wyc729553304,4,T2
43092020,wulimengjun,4,T1
43092020,wulimengjun,4,T1
43092020,wulimengjun,4,T1
43092020,wulimengjun,4,T1
43092020,wulimengjun,4,T1
43092020,wulimengjun,4,T1
43092020,wulimengjun,4,T1
43092020,wulimengjun,4,T1
43092020,wulimengjun,4,T1
43094710,xx03-27xx,4,T4
43094710,xx03-27xx,4,T4
43094710,xx03-27xx,4,T4
43094710,xx03-27xx,4,T4
43094710,xx03-27xx,4,T4
43094710,xx03-27xx,4,T4
43094710,xx03-27xx,4,T4
43094710,xx03-27xx,4,T4
43094710,xx03-27xx,4,T4
43096266,wwj18483506823,4,T2
43096266,wwj18483506823,4,T2
43096266,wwj18483506823,4,T2
43096266,wwj18483506823,4,T2
43096266,wwj18483506823,4,T2
43096266,wwj18483506823,4,T2
43096266,wwj18483506823,4,T2
43096266,wwj18483506823,4,T2
43096266,wwj18483506823,4,T2
43097458,HT_WYN,4,T1
43097458,HT_WYN,4,T1
43097458,HT_WYN,4,T1
43097458,HT_WYN,4,T1
43097458,HT_WYN,4,T1
43097458,HT_WYN,4,T1
43097458,HT_WYN,4,T1
43097458,HT_WYN,4,T1
43097458,HT_WYN,4,T1
43098981,fx_991022,4,T2
43098981,fx_991022,4,T2
43098981,fx_991022,4,T2
43098981,fx_991022,4,T2
43098981,fx_991022,4,T2
43098981,fx_991022,4,T2
43098981,fx_991022,4,T2
43098981,fx_991022,4,T2
43098981,fx_991022,4,T2
43099807,wxid_0q1c25bbhc6g22,4,T3
43099807,wxid_0q1c25bbhc6g22,4,T3
43099807,wxid_0q1c25bbhc6g22,4,T3
43099807,wxid_0q1c25bbhc6g22,4,T3
43099807,wxid_0q1c25bbhc6g22,4,T3
43099807,wxid_0q1c25bbhc6g22,4,T3
43099807,wxid_0q1c25bbhc6g22,4,T3
43099807,wxid_0q1c25bbhc6g22,4,T3
43099807,wxid_0q1c25bbhc6g22,4,T3
43100547,作用于2222266,4,T2
43100547,作用于2222266,4,T2
43100547,作用于2222266,4,T2
43100547,作用于2222266,4,T2
43100547,作用于2222266,4,T2
43100547,作用于2222266,4,T2
43100547,作用于2222266,4,T2
43100547,作用于2222266,4,T2
43100547,作用于2222266,4,T2
43101282,zyy22222266,4,T2
43101282,zyy22222266,4,T2
43101282,zyy22222266,4,T2
43101282,zyy22222266,4,T2
43101282,zyy22222266,4,T2
43101282,zyy22222266,4,T2
43101282,zyy22222266,4,T2
43101282,zyy22222266,4,T2
43101282,zyy22222266,4,T2
43102497,Avelve,4,T3
43102497,Avelve,4,T3
43102497,Avelve,4,T3
43102497,Avelve,4,T3
43102497,Avelve,4,T3
43102497,Avelve,4,T3
43102497,Avelve,4,T3
43102497,Avelve,4,T3
43102497,Avelve,4,T3
43103931,zxy_99-05-06,4,T1
43103931,zxy_99-05-06,4,T1
43103931,zxy_99-05-06,4,T1
43103931,zxy_99-05-06,4,T1
43103931,zxy_99-05-06,4,T1
43103931,zxy_99-05-06,4,T1
43103931,zxy_99-05-06,4,T1
43103931,zxy_99-05-06,4,T1
43103931,zxy_99-05-06,4,T1
43104616,oneinlove6688,4,T4
43104616,oneinlove6688,4,T4
43104616,oneinlove6688,4,T4
43104616,oneinlove6688,4,T4
43104616,oneinlove6688,4,T4
43104616,oneinlove6688,4,T4
43104616,oneinlove6688,4,T4
43104616,oneinlove6688,4,T4
43104616,oneinlove6688,4,T4
43105138,wxid_qge8wx6zt0zt22,4,T4
43105138,wxid_qge8wx6zt0zt22,4,T4
43105138,wxid_qge8wx6zt0zt22,4,T4
43105138,wxid_qge8wx6zt0zt22,4,T4
